"","Auth1","Auth2","ref.year","journal","tax_name","top1_tax_name","tax_id"
"29556","Merling,R.","Blake,B.",2000,"Submitted (11-JUL-2000) Dept. of Molecular Diagnostics and	Pathogenesis, Walter Reed Army Institute of Research, 1600 E. Gude	Drive, Rockville, MD 20850, USA","Human immunodeficiency virus 1","Viruses",11676
"29652","Merling,R.","Louder,M.",2000,"Submitted (11-JUL-2000) Dept. of Molecular Diagnostics and	Pathogenesis, Walter Reed Army Institute of Research, 1600 E. Gude	Drive, Rockville, MD 20850, USA","Human immunodeficiency virus 1","Viruses",11676
"29745","Merling,R.","Hegerich,S.",2000,"Submitted (11-JUL-2000) Dept. of Molecular Diagnostics and	Pathogenesis, Walter Reed Army Institute of Research, 1600 E. Gude	Drive, Rockville, MD 20850, USA","Human immunodeficiency virus 1","Viruses",11676
"29836","Merling,R.","Polonis,V.R.",2000,"Submitted (11-JUL-2000) Dept. of Molecular Diagnostics and	Pathogenesis, Walter Reed Army Institute of Research, 1600 E. Gude	Drive, Rockville, MD 20850, USA","Human immunodeficiency virus 1","Viruses",11676
"29929","Merling,R.","Birx,D.L.",2000,"Submitted (11-JUL-2000) Dept. of Molecular Diagnostics and	Pathogenesis, Walter Reed Army Institute of Research, 1600 E. Gude	Drive, Rockville, MD 20850, USA","Human immunodeficiency virus 1","Viruses",11676
"30017","Merling,R.","Robb,M.L.",2000,"Submitted (11-JUL-2000) Dept. of Molecular Diagnostics and	Pathogenesis, Walter Reed Army Institute of Research, 1600 E. Gude	Drive, Rockville, MD 20850, USA","Human immunodeficiency virus 1","Viruses",11676
"30113","Merling,R.","McCutchan,F.E.",2000,"Submitted (11-JUL-2000) Dept. of Molecular Diagnostics and	Pathogenesis, Walter Reed Army Institute of Research, 1600 E. Gude	Drive, Rockville, MD 20850, USA","Human immunodeficiency virus 1","Viruses",11676
"3027","Merling,R.","Michael,N.L.",2000,"Submitted (11-JUL-2000) Dept. of Molecular Diagnostics and	Pathogenesis, Walter Reed Army Institute of Research, 1600 E. Gude	Drive, Rockville, MD 20850, USA","Human immunodeficiency virus 1","Viruses",11676
"36652","Blake,B.","Louder,M.",2000,"Submitted (11-JUL-2000) Dept. of Molecular Diagnostics and	Pathogenesis, Walter Reed Army Institute of Research, 1600 E. Gude	Drive, Rockville, MD 20850, USA","Human immunodeficiency virus 1","Viruses",11676
"36745","Blake,B.","Hegerich,S.",2000,"Submitted (11-JUL-2000) Dept. of Molecular Diagnostics and	Pathogenesis, Walter Reed Army Institute of Research, 1600 E. Gude	Drive, Rockville, MD 20850, USA","Human immunodeficiency virus 1","Viruses",11676
"36836","Blake,B.","Polonis,V.R.",2000,"Submitted (11-JUL-2000) Dept. of Molecular Diagnostics and	Pathogenesis, Walter Reed Army Institute of Research, 1600 E. Gude	Drive, Rockville, MD 20850, USA","Human immunodeficiency virus 1","Viruses",11676
"36929","Blake,B.","Birx,D.L.",2000,"Submitted (11-JUL-2000) Dept. of Molecular Diagnostics and	Pathogenesis, Walter Reed Army Institute of Research, 1600 E. Gude	Drive, Rockville, MD 20850, USA","Human immunodeficiency virus 1","Viruses",11676
"37017","Blake,B.","Robb,M.L.",2000,"Submitted (11-JUL-2000) Dept. of Molecular Diagnostics and	Pathogenesis, Walter Reed Army Institute of Research, 1600 E. Gude	Drive, Rockville, MD 20850, USA","Human immunodeficiency virus 1","Viruses",11676
"37113","Blake,B.","McCutchan,F.E.",2000,"Submitted (11-JUL-2000) Dept. of Molecular Diagnostics and	Pathogenesis, Walter Reed Army Institute of Research, 1600 E. Gude	Drive, Rockville, MD 20850, USA","Human immunodeficiency virus 1","Viruses",11676
"3727","Blake,B.","Michael,N.L.",2000,"Submitted (11-JUL-2000) Dept. of Molecular Diagnostics and	Pathogenesis, Walter Reed Army Institute of Research, 1600 E. Gude	Drive, Rockville, MD 20850, USA","Human immunodeficiency virus 1","Viruses",11676
"43645","Louder,M.","Hegerich,S.",2000,"Submitted (11-JUL-2000) Dept. of Molecular Diagnostics and	Pathogenesis, Walter Reed Army Institute of Research, 1600 E. Gude	Drive, Rockville, MD 20850, USA","Human immunodeficiency virus 1","Viruses",11676
"43736","Louder,M.","Polonis,V.R.",2000,"Submitted (11-JUL-2000) Dept. of Molecular Diagnostics and	Pathogenesis, Walter Reed Army Institute of Research, 1600 E. Gude	Drive, Rockville, MD 20850, USA","Human immunodeficiency virus 1","Viruses",11676
"43829","Louder,M.","Birx,D.L.",2000,"Submitted (11-JUL-2000) Dept. of Molecular Diagnostics and	Pathogenesis, Walter Reed Army Institute of Research, 1600 E. Gude	Drive, Rockville, MD 20850, USA","Human immunodeficiency virus 1","Viruses",11676
"43917","Louder,M.","Robb,M.L.",2000,"Submitted (11-JUL-2000) Dept. of Molecular Diagnostics and	Pathogenesis, Walter Reed Army Institute of Research, 1600 E. Gude	Drive, Rockville, MD 20850, USA","Human immunodeficiency virus 1","Viruses",11676
"44013","Louder,M.","McCutchan,F.E.",2000,"Submitted (11-JUL-2000) Dept. of Molecular Diagnostics and	Pathogenesis, Walter Reed Army Institute of Research, 1600 E. Gude	Drive, Rockville, MD 20850, USA","Human immunodeficiency virus 1","Viruses",11676
"4417","Louder,M.","Michael,N.L.",2000,"Submitted (11-JUL-2000) Dept. of Molecular Diagnostics and	Pathogenesis, Walter Reed Army Institute of Research, 1600 E. Gude	Drive, Rockville, MD 20850, USA","Human immunodeficiency virus 1","Viruses",11676
"50536","Hegerich,S.","Polonis,V.R.",2000,"Submitted (11-JUL-2000) Dept. of Molecular Diagnostics and	Pathogenesis, Walter Reed Army Institute of Research, 1600 E. Gude	Drive, Rockville, MD 20850, USA","Human immunodeficiency virus 1","Viruses",11676
"50629","Hegerich,S.","Birx,D.L.",2000,"Submitted (11-JUL-2000) Dept. of Molecular Diagnostics and	Pathogenesis, Walter Reed Army Institute of Research, 1600 E. Gude	Drive, Rockville, MD 20850, USA","Human immunodeficiency virus 1","Viruses",11676
"50717","Hegerich,S.","Robb,M.L.",2000,"Submitted (11-JUL-2000) Dept. of Molecular Diagnostics and	Pathogenesis, Walter Reed Army Institute of Research, 1600 E. Gude	Drive, Rockville, MD 20850, USA","Human immunodeficiency virus 1","Viruses",11676
"50813","Hegerich,S.","McCutchan,F.E.",2000,"Submitted (11-JUL-2000) Dept. of Molecular Diagnostics and	Pathogenesis, Walter Reed Army Institute of Research, 1600 E. Gude	Drive, Rockville, MD 20850, USA","Human immunodeficiency virus 1","Viruses",11676
"5097","Hegerich,S.","Michael,N.L.",2000,"Submitted (11-JUL-2000) Dept. of Molecular Diagnostics and	Pathogenesis, Walter Reed Army Institute of Research, 1600 E. Gude	Drive, Rockville, MD 20850, USA","Human immunodeficiency virus 1","Viruses",11676
"57329","Polonis,V.R.","Birx,D.L.",2000,"Submitted (11-JUL-2000) Dept. of Molecular Diagnostics and	Pathogenesis, Walter Reed Army Institute of Research, 1600 E. Gude	Drive, Rockville, MD 20850, USA","Human immunodeficiency virus 1","Viruses",11676
"57417","Polonis,V.R.","Robb,M.L.",2000,"Submitted (11-JUL-2000) Dept. of Molecular Diagnostics and	Pathogenesis, Walter Reed Army Institute of Research, 1600 E. Gude	Drive, Rockville, MD 20850, USA","Human immunodeficiency virus 1","Viruses",11676
"57513","Polonis,V.R.","McCutchan,F.E.",2000,"Submitted (11-JUL-2000) Dept. of Molecular Diagnostics and	Pathogenesis, Walter Reed Army Institute of Research, 1600 E. Gude	Drive, Rockville, MD 20850, USA","Human immunodeficiency virus 1","Viruses",11676
"5767","Polonis,V.R.","Michael,N.L.",2000,"Submitted (11-JUL-2000) Dept. of Molecular Diagnostics and	Pathogenesis, Walter Reed Army Institute of Research, 1600 E. Gude	Drive, Rockville, MD 20850, USA","Human immunodeficiency virus 1","Viruses",11676
"64017","Birx,D.L.","Robb,M.L.",2000,"Submitted (11-JUL-2000) Dept. of Molecular Diagnostics and	Pathogenesis, Walter Reed Army Institute of Research, 1600 E. Gude	Drive, Rockville, MD 20850, USA","Human immunodeficiency virus 1","Viruses",11676
"64113","Birx,D.L.","McCutchan,F.E.",2000,"Submitted (11-JUL-2000) Dept. of Molecular Diagnostics and	Pathogenesis, Walter Reed Army Institute of Research, 1600 E. Gude	Drive, Rockville, MD 20850, USA","Human immunodeficiency virus 1","Viruses",11676
"6427","Birx,D.L.","Michael,N.L.",2000,"Submitted (11-JUL-2000) Dept. of Molecular Diagnostics and	Pathogenesis, Walter Reed Army Institute of Research, 1600 E. Gude	Drive, Rockville, MD 20850, USA","Human immunodeficiency virus 1","Viruses",11676
"70613","Robb,M.L.","McCutchan,F.E.",2000,"Submitted (11-JUL-2000) Dept. of Molecular Diagnostics and	Pathogenesis, Walter Reed Army Institute of Research, 1600 E. Gude	Drive, Rockville, MD 20850, USA","Human immunodeficiency virus 1","Viruses",11676
"7077","Robb,M.L.","Michael,N.L.",2000,"Submitted (11-JUL-2000) Dept. of Molecular Diagnostics and	Pathogenesis, Walter Reed Army Institute of Research, 1600 E. Gude	Drive, Rockville, MD 20850, USA","Human immunodeficiency virus 1","Viruses",11676
"77116","McCutchan,F.E.","Michael,N.L.",2000,"Submitted (11-JUL-2000) Dept. of Molecular Diagnostics and	Pathogenesis, Walter Reed Army Institute of Research, 1600 E. Gude	Drive, Rockville, MD 20850, USA","Human immunodeficiency virus 1","Viruses",11676
"1124","Ustina,V.","Zilmer,K.",2000,"Submitted (13-JUL-2000) Clinical Virology, F68, IMPI, Karolinska	Institutet, Huddinge University Hospital, Huddinge/Stockholm SE-141	86, Sweden","Human immunodeficiency virus 1","Viruses",11676
"2100","Ustina,V.","Tammai,L.",2000,"Submitted (13-JUL-2000) Clinical Virology, F68, IMPI, Karolinska	Institutet, Huddinge University Hospital, Huddinge/Stockholm SE-141	86, Sweden","Human immunodeficiency virus 1","Viruses",11676
"378","Ustina,V.","Raukas,M.",2000,"Submitted (13-JUL-2000) Clinical Virology, F68, IMPI, Karolinska	Institutet, Huddinge University Hospital, Huddinge/Stockholm SE-141	86, Sweden","Human immunodeficiency virus 1","Viruses",11676
"473","Ustina,V.","Andersson,A.",2000,"Submitted (13-JUL-2000) Clinical Virology, F68, IMPI, Karolinska	Institutet, Huddinge University Hospital, Huddinge/Stockholm SE-141	86, Sweden","Human immunodeficiency virus 1","Viruses",11676
"558","Ustina,V.","Lilja,E",2000,"Submitted (13-JUL-2000) Clinical Virology, F68, IMPI, Karolinska	Institutet, Huddinge University Hospital, Huddinge/Stockholm SE-141	86, Sweden","Human immunodeficiency virus 1","Viruses",11676
"658","Ustina,V.",",Albert,J.",2000,"Submitted (13-JUL-2000) Clinical Virology, F68, IMPI, Karolinska	Institutet, Huddinge University Hospital, Huddinge/Stockholm SE-141	86, Sweden","Human immunodeficiency virus 1","Viruses",11676
"7685","Zilmer,K.","Tammai,L.",2000,"Submitted (13-JUL-2000) Clinical Virology, F68, IMPI, Karolinska	Institutet, Huddinge University Hospital, Huddinge/Stockholm SE-141	86, Sweden","Human immunodeficiency virus 1","Viruses",11676
"7769","Zilmer,K.","Raukas,M.",2000,"Submitted (13-JUL-2000) Clinical Virology, F68, IMPI, Karolinska	Institutet, Huddinge University Hospital, Huddinge/Stockholm SE-141	86, Sweden","Human immunodeficiency virus 1","Viruses",11676
"7865","Zilmer,K.","Andersson,A.",2000,"Submitted (13-JUL-2000) Clinical Virology, F68, IMPI, Karolinska	Institutet, Huddinge University Hospital, Huddinge/Stockholm SE-141	86, Sweden","Human immunodeficiency virus 1","Viruses",11676
"7957","Zilmer,K.","Lilja,E",2000,"Submitted (13-JUL-2000) Clinical Virology, F68, IMPI, Karolinska	Institutet, Huddinge University Hospital, Huddinge/Stockholm SE-141	86, Sweden","Human immunodeficiency virus 1","Viruses",11676
"8053","Zilmer,K.",",Albert,J.",2000,"Submitted (13-JUL-2000) Clinical Virology, F68, IMPI, Karolinska	Institutet, Huddinge University Hospital, Huddinge/Stockholm SE-141	86, Sweden","Human immunodeficiency virus 1","Viruses",11676
"15068","Tammai,L.","Raukas,M.",2000,"Submitted (13-JUL-2000) Clinical Virology, F68, IMPI, Karolinska	Institutet, Huddinge University Hospital, Huddinge/Stockholm SE-141	86, Sweden","Human immunodeficiency virus 1","Viruses",11676
"15165","Tammai,L.","Andersson,A.",2000,"Submitted (13-JUL-2000) Clinical Virology, F68, IMPI, Karolinska	Institutet, Huddinge University Hospital, Huddinge/Stockholm SE-141	86, Sweden","Human immunodeficiency virus 1","Viruses",11676
"15257","Tammai,L.","Lilja,E",2000,"Submitted (13-JUL-2000) Clinical Virology, F68, IMPI, Karolinska	Institutet, Huddinge University Hospital, Huddinge/Stockholm SE-141	86, Sweden","Human immunodeficiency virus 1","Viruses",11676
"15353","Tammai,L.",",Albert,J.",2000,"Submitted (13-JUL-2000) Clinical Virology, F68, IMPI, Karolinska	Institutet, Huddinge University Hospital, Huddinge/Stockholm SE-141	86, Sweden","Human immunodeficiency virus 1","Viruses",11676
"22365","Raukas,M.","Andersson,A.",2000,"Submitted (13-JUL-2000) Clinical Virology, F68, IMPI, Karolinska	Institutet, Huddinge University Hospital, Huddinge/Stockholm SE-141	86, Sweden","Human immunodeficiency virus 1","Viruses",11676
"22457","Raukas,M.","Lilja,E",2000,"Submitted (13-JUL-2000) Clinical Virology, F68, IMPI, Karolinska	Institutet, Huddinge University Hospital, Huddinge/Stockholm SE-141	86, Sweden","Human immunodeficiency virus 1","Viruses",11676
"22553","Raukas,M.",",Albert,J.",2000,"Submitted (13-JUL-2000) Clinical Virology, F68, IMPI, Karolinska	Institutet, Huddinge University Hospital, Huddinge/Stockholm SE-141	86, Sweden","Human immunodeficiency virus 1","Viruses",11676
"29557","Andersson,A.","Lilja,E",2000,"Submitted (13-JUL-2000) Clinical Virology, F68, IMPI, Karolinska	Institutet, Huddinge University Hospital, Huddinge/Stockholm SE-141	86, Sweden","Human immunodeficiency virus 1","Viruses",11676
"29653","Andersson,A.",",Albert,J.",2000,"Submitted (13-JUL-2000) Clinical Virology, F68, IMPI, Karolinska	Institutet, Huddinge University Hospital, Huddinge/Stockholm SE-141	86, Sweden","Human immunodeficiency virus 1","Viruses",11676
"36653","Lilja,E",",Albert,J.",2000,"Submitted (13-JUL-2000) Clinical Virology, F68, IMPI, Karolinska	Institutet, Huddinge University Hospital, Huddinge/Stockholm SE-141	86, Sweden","Human immunodeficiency virus 1","Viruses",11676
"1125","Schmidt,B.","Walter,H.",2000,"Submitted (24-JUL-2000) Virology, University of Erlangen-Nuernberg,	Schlossgarten 4, Erlangen 91054, Germany","Human immunodeficiency virus 1","Viruses",11676
"2101","Schmidt,B.","Korn,K.",2000,"Submitted (24-JUL-2000) Virology, University of Erlangen-Nuernberg,	Schlossgarten 4, Erlangen 91054, Germany","Human immunodeficiency virus 1","Viruses",11676
"7686","Walter,H.","Korn,K.",2000,"Submitted (24-JUL-2000) Virology, University of Erlangen-Nuernberg,	Schlossgarten 4, Erlangen 91054, Germany","Human immunodeficiency virus 1","Viruses",11676
"1126","Koulinska,I.","Ndung'u,T.",2000,"Submitted (26-JUL-2000) Immunology and Infectious Diseases, Harvard	AIDS Institute and Harvard School of Public Health, 651 Huntington	Avenue, Boston, MA 02115, USA","Human immunodeficiency virus 1","Viruses",11676
"2102","Koulinska,I.","Mwakagile,D.",2000,"Submitted (26-JUL-2000) Immunology and Infectious Diseases, Harvard	AIDS Institute and Harvard School of Public Health, 651 Huntington	Avenue, Boston, MA 02115, USA","Human immunodeficiency virus 1","Viruses",11676
"379","Koulinska,I.","Msamanga,G.",2000,"Submitted (26-JUL-2000) Immunology and Infectious Diseases, Harvard	AIDS Institute and Harvard School of Public Health, 651 Huntington	Avenue, Boston, MA 02115, USA","Human immunodeficiency virus 1","Viruses",11676
"474","Koulinska,I.","Kagoma,C.",2000,"Submitted (26-JUL-2000) Immunology and Infectious Diseases, Harvard	AIDS Institute and Harvard School of Public Health, 651 Huntington	Avenue, Boston, MA 02115, USA","Human immunodeficiency virus 1","Viruses",11676
"559","Koulinska,I.","Fawzi,W.",2000,"Submitted (26-JUL-2000) Immunology and Infectious Diseases, Harvard	AIDS Institute and Harvard School of Public Health, 651 Huntington	Avenue, Boston, MA 02115, USA","Human immunodeficiency virus 1","Viruses",11676
"659","Koulinska,I.","Essex,M.",2000,"Submitted (26-JUL-2000) Immunology and Infectious Diseases, Harvard	AIDS Institute and Harvard School of Public Health, 651 Huntington	Avenue, Boston, MA 02115, USA","Human immunodeficiency virus 1","Viruses",11676
"750","Koulinska,I.","Renjifo,B.",2000,"Submitted (26-JUL-2000) Immunology and Infectious Diseases, Harvard	AIDS Institute and Harvard School of Public Health, 651 Huntington	Avenue, Boston, MA 02115, USA","Human immunodeficiency virus 1","Viruses",11676
"7687","Ndung'u,T.","Mwakagile,D.",2000,"Submitted (26-JUL-2000) Immunology and Infectious Diseases, Harvard	AIDS Institute and Harvard School of Public Health, 651 Huntington	Avenue, Boston, MA 02115, USA","Human immunodeficiency virus 1","Viruses",11676
"7770","Ndung'u,T.","Msamanga,G.",2000,"Submitted (26-JUL-2000) Immunology and Infectious Diseases, Harvard	AIDS Institute and Harvard School of Public Health, 651 Huntington	Avenue, Boston, MA 02115, USA","Human immunodeficiency virus 1","Viruses",11676
"7866","Ndung'u,T.","Kagoma,C.",2000,"Submitted (26-JUL-2000) Immunology and Infectious Diseases, Harvard	AIDS Institute and Harvard School of Public Health, 651 Huntington	Avenue, Boston, MA 02115, USA","Human immunodeficiency virus 1","Viruses",11676
"7958","Ndung'u,T.","Fawzi,W.",2000,"Submitted (26-JUL-2000) Immunology and Infectious Diseases, Harvard	AIDS Institute and Harvard School of Public Health, 651 Huntington	Avenue, Boston, MA 02115, USA","Human immunodeficiency virus 1","Viruses",11676
"8054","Ndung'u,T.","Essex,M.",2000,"Submitted (26-JUL-2000) Immunology and Infectious Diseases, Harvard	AIDS Institute and Harvard School of Public Health, 651 Huntington	Avenue, Boston, MA 02115, USA","Human immunodeficiency virus 1","Viruses",11676
"8148","Ndung'u,T.","Renjifo,B.",2000,"Submitted (26-JUL-2000) Immunology and Infectious Diseases, Harvard	AIDS Institute and Harvard School of Public Health, 651 Huntington	Avenue, Boston, MA 02115, USA","Human immunodeficiency virus 1","Viruses",11676
"15069","Mwakagile,D.","Msamanga,G.",2000,"Submitted (26-JUL-2000) Immunology and Infectious Diseases, Harvard	AIDS Institute and Harvard School of Public Health, 651 Huntington	Avenue, Boston, MA 02115, USA","Human immunodeficiency virus 1","Viruses",11676
"15166","Mwakagile,D.","Kagoma,C.",2000,"Submitted (26-JUL-2000) Immunology and Infectious Diseases, Harvard	AIDS Institute and Harvard School of Public Health, 651 Huntington	Avenue, Boston, MA 02115, USA","Human immunodeficiency virus 1","Viruses",11676
